seqname	Status	Subclass (putative)	Domain	Domain architecture simplified
TraesCS3A03G1122900.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3A03G1123100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G1123200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G1123400.1	CCX	CCX	(CC)	C
TraesCS3A03G1123500.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3A03G1123500.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G1162600.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS3A03G1189300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G1226800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G1227100.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3A03G1228300.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)	CNN
TraesCS3A03G1229700.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(LRR)	OL
TraesCS3A03G1229700.2	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(LRR)	OL
TraesCS3A03G1252500.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS3A03G1271800.1	NLR	UNDETERMINED	(NBARC)(LRR)	NL
TraesCS3A03G1271900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(CC)(NBARC)(LRR)	CNLCNL
TraesCS3A03G1272100.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G0042200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0073500.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G0074200.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G0076800.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS3B03G0081100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3B03G0082600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0085800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0088800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0090600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0093500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3B03G0093600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G0101500.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS3B03G0149400.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G0186300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3B03G0186800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3B03G0187000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0187000.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0187200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0187500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0187800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0188200.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G0188500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0188700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0189500.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G0190900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0190900.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0190900.3	NLR	UNDETERMINED	(NBARC)(LRR)	NL
TraesCS3B03G0191000.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G0193500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3B03G0193600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G0194200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0194400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0203400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0203500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0203600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0222800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0234100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3B03G0254500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0322700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0662900.1	MLKL	MLKL	(MLKL)(PKin)	MO
TraesCS3B03G0822400.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G0822600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G0822700.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS3B03G0846900.1	NLR	TIR-NLR	(TIR)(NBARC)	TN
TraesCS3B03G0876800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G0890300.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G0890300.2	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G0899600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3B03G0910600.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS3B03G0910700.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS3B03G0911100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3B03G0922800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1154100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1166100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1168000.1	degenerate NLR	CC-NLR	(CC)(LRR)	CL
TraesCS3B03G1169000.1	degenerate NLR	CC-NLR	(CC)(LRR)	CL
TraesCS3B03G1184600.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS3B03G1196200.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G1196300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1201100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1201200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1217700.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(BED)(NBARC)(LRR)(LRR)	ONL
TraesCS3B03G1230100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1244900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1299800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3B03G1300000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1300200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1300300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1300400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1300500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1300800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1301200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1301300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1346600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1350900.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)	N
TraesCS3B03G1363300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS3B03G1364100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3B03G1380400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(TRANSPOSON)	CNLO
TraesCS3B03G1385100.1	degenerate NLR	CC-NLR	(CC)(PLOOP)(LRR)	CPL
TraesCS3B03G1388800.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS3B03G1389300.1	NLR	UNDETERMINED	(NBARC)(LRR)	NL
TraesCS3B03G1390000.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS3B03G1390100.1	NLR	UNDETERMINED	(NBARC)(LRR)	NL
TraesCS3B03G1390300.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS3B03G1390300.2	NLR	UNDETERMINED	(NBARC)	N
TraesCS3B03G1390300.3	NLR	UNDETERMINED	(NBARC)	N
TraesCS3B03G1390300.4	NLR	UNDETERMINED	(NBARC)	N
TraesCS3B03G1425200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1425300.1	NLR	CC-NLR	(PKin)(CC)(NBARC)(LRR)(NBARC)(LRR)	OCNLNL
TraesCS3B03G1428700.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PLOOP)(LRR)	PL
TraesCS3B03G1433200.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G1433700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1433800.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G1433900.1	degenerate NLR	UNDETERMINED	(LRR)	L
TraesCS3B03G1434000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1438900.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3B03G1439400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS3B03G1439400.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS3B03G1440400.1	NLR	UNDETERMINED	(NBARC)(LRR)	NL
TraesCS3B03G1440600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1448300.1	CCX	CCX	(CC)	C
TraesCS3B03G1468400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1468700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1469100.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS3B03G1469300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS3B03G1471100.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS3B03G1471200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3B03G1471500.1	CCX	CCX	(CC)	C
TraesCS3B03G1471600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G1471600.2	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G1471700.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3B03G1472200.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS3B03G1472800.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS3B03G1473400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3B03G1473500.1	CCX	CCX	(CC)	C
TraesCS3B03G1473700.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS3B03G1474000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1474100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1475700.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(LRR)	OL
TraesCS3B03G1475800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1475900.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G1476000.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G1476100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1482600.1	NLR	CC-NLR	(PKin)(CC)(NBARC)(LRR)	OCNL
TraesCS3B03G1482600.2	NLR	CC-NLR	(PKin)(CC)(NBARC)(LRR)	OCNL
TraesCS3B03G1484000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1484000.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1484000.3	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3B03G1509400.1	NLR	CC-NLR	(PKin)(OTHER)(CC)(NBARC)	OCN
TraesCS3B03G1516900.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3B03G1517000.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3B03G1518300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3B03G1523800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(OTHER)(OTHER)	NLO
TraesCS3B03G1523900.1	NLR	UNDETERMINED	(NBARC)(LRR)	NL
TraesCS3B03G1523900.2	NLR	UNDETERMINED	(NBARC)(LRR)	NL
TraesCS3B03G1524400.1	NLR	UNDETERMINED	(NBARC)(LRR)	NL
TraesCS3B03G1525800.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS3D03G0015400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3D03G0015600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(TRX)	NLO
TraesCS3D03G0017300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0018200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3D03G0018300.1	CCX	CCX	(CC)	C
TraesCS3D03G0023000.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS3D03G0023100.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS3D03G0023200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0023300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3D03G0023300.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0038200.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3D03G0052400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(WRKY)	CNLO
TraesCS3D03G0055300.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS3D03G0055400.1	CCX	CCX	(CC)	C
TraesCS3D03G0057600.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS3D03G0059300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0065400.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS3D03G0066900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0070700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS3D03G0073600.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS3D03G0074200.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS3D03G0105400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0131800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0132000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0133200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0144500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0144700.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3D03G0149700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0163000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0171400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3D03G0191700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0536200.1	MLKL	MLKL	(MLKL)(PKin)	MO
TraesCS3D03G0659400.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS3D03G0683400.1	NLR	TN (OTHER)	(TIR)(NBARC)	TN
TraesCS3D03G0705600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0714200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS3D03G0714200.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS3D03G0714200.3	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS3D03G0714200.4	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS3D03G0721700.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3D03G0728800.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS3D03G0728900.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS3D03G0737800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0923800.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS3D03G0934500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS3D03G0934500.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0946500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3D03G0946500.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0947600.1	degenerate NLR	CC-NLR	(CC)(LRR)	CL
TraesCS3D03G0948200.1	degenerate NLR	CC-NLR	(CC)(LRR)	CL
TraesCS3D03G0948400.2	degenerate NLR	CC-NLR	(CC)(LRR)	CL
TraesCS3D03G0966600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0966800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G0980300.1	NLR	CC-NLR	(CC)(BED)(NBARC)(LRR)(LRR)	CONL
TraesCS3D03G1013200.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3D03G1032300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS3D03G1032900.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3D03G1032900.2	NLR	UNDETERMINED	(NBARC)	N
TraesCS3D03G1033200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)(LRR)	CNL
TraesCS3D03G1033800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS3D03G1033800.2	degenerate NLR	UNDETERMINED	(LRR)(LRR)	L
TraesCS3D03G1034500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS3D03G1044200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G1044400.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3D03G1046500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G1046600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3D03G1046600.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G1047000.1	CCX	CCX	(CC)	C
TraesCS3D03G1047100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3D03G1047200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G1078400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G1078400.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G1086900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G1086900.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G1087400.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS3D03G1092200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS3D03G1108200.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS3D03G1108500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3D03G1109500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3D03G1121600.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS3D03G1130100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G1133600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3D03G1133900.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3D03G1134400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3D03G1134600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G1140100.1	NLR	CC-NLR	(NBARC)(LRR)	NL
TraesCS3D03G1140200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS3D03G1143500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G1164300.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS3D03G1168000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G1168000.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3D03G1168800.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3D03G1174700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS3D03G1182300.1	CCX	CCX	(CC)(LRR)	CL
TraesCS3D03G1194000.1	CCX	CCX	(CC)	C
TraesCS3D03G1194100.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G0049100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(NBARC)(LRR)	ONL
TraesCS4A03G0168800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G0480900.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G0521900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G0557100.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS4A03G0595200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G0595300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS4A03G0595300.2	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS4A03G0595300.3	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS4A03G0595300.4	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS4A03G0595900.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS4A03G0596900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G0597100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G0723600.1	CCX	CCX	(CC)	C
TraesCS4A03G0773000.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)(OTHER)	NLO
TraesCS4A03G0775600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G0775600.2	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G0775600.3	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G0775600.4	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G0775700.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS4A03G0775700.2	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS4A03G0776800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G0776800.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G0781400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G0781500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G0781500.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)	N
TraesCS4A03G0784900.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G0785900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G0796900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G0796900.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G0797500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G0813800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G0816700.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(BED)(BED)(NBARC)(LRR)(LRR)	ONL
TraesCS4A03G0816700.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(BED)(BED)(NBARC)(LRR)(LRR)	ONL
TraesCS4A03G0816700.3	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(BED)(BED)(NBARC)(LRR)(LRR)	ONL
TraesCS4A03G0820800.1	CCX	CCX	(CC)	C
TraesCS4A03G0843900.1	NLR	CC-NLR	(PKin)(CC)(NBARC)(LRR)(LRR)	OCNL
TraesCS4A03G0844100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G0844300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G0866200.1	NLR	CC-NLR	(PKin)(CC)(NBARC)(LRR)(OTHER)(OTHER)(ANK)	OCNLO
TraesCS4A03G0866300.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G0930500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
