,0,1,2,3,4,5,6,7,8
1589679,Chr6D,IWGSC_v2.1,gene,485322196,485326417,55,+,.,ID=TraesCS6D03G0887400;Name=TraesCS6D03G0887400;primconf=HC;previous_id=TraesCS6D02G386400;cds=CDS_OK;mapping=fullPerfectMatch
1589732,Chr6D,IWGSC_v2.1,gene,485533026,485539088,54,-,.,ID=TraesCS6D03G0888200;Name=TraesCS6D03G0888200;primconf=HC;previous_id=TraesCS6D02G386700;cds=CDS_OK;mapping=fullPerfectMatch
1589749,Chr6D,IWGSC_v2.1,gene,485646470,485650990,50,-,.,ID=TraesCS6D03G0888800;Name=TraesCS6D03G0888800;primconf=HC;previous_id=TraesCS6D02G386900;cds=CDS_OK;mapping=fullPerfectMatch
1589796,Chr6D,IWGSC_v2.1,gene,485874726,485877221,44,-,.,ID=TraesCS6D03G0890000;Name=TraesCS6D03G0890000;primconf=HC;previous_id=TraesCS6D02G387400;cds=CDS_OK;mapping=fullPerfectMatch
1589809,Chr6D,IWGSC_v2.1,gene,485902683,485905464,36,-,.,ID=TraesCS6D03G0890400;Name=TraesCS6D03G0890400;primconf=HC;previous_id=TraesCS6D02G387500;cds=CDS_OK;mapping=fullPerfectMatch
1589969,Chr6D,IWGSC_v2.1,gene,486260794,486262047,44,-,.,ID=TraesCS6D03G0893000;Name=TraesCS6D03G0893000;primconf=HC;previous_id=TraesCS6D02G388800;cds=CDS_OK;mapping=fullPerfectMatch
1589975,Chr6D,IWGSC_v2.1,gene,486265810,486270006,54,-,.,ID=TraesCS6D03G0893100;Name=TraesCS6D03G0893100;primconf=HC;previous_id=TraesCS6D02G388900;cds=CDS_OK;mapping=fullPerfectMatch
1590404,Chr6D,IWGSC_v2.1,gene,488399646,488401318,40,-,.,ID=TraesCS6D03G0900700;Name=TraesCS6D03G0900700;primconf=HC;previous_id=TraesCS6D02G392200;cds=CDS_OK;mapping=fullPerfectMatch
1590787,Chr6D,IWGSC_v2.1,gene,489256166,489261478,53,-,.,ID=TraesCS6D03G0904400;Name=TraesCS6D03G0904400;primconf=HC;previous_id=TraesCS6D02G394100;cds=CDS_OK;mapping=fullPerfectMatch
1590812,Chr6D,IWGSC_v2.1,gene,489272624,489274267,49,-,.,ID=TraesCS6D03G0904600;Name=TraesCS6D03G0904600;primconf=HC;previous_id=TraesCS6D02G394300;cds=CDS_OK;mapping=fullPerfectMatch
1590820,Chr6D,IWGSC_v2.1,gene,489286729,489291933,53,+,.,ID=TraesCS6D03G0904900;Name=TraesCS6D03G0904900;primconf=HC;previous_id=TraesCS6D02G394400;cds=CDS_OK;mapping=fullPerfectMatch
1590831,Chr6D,IWGSC_v2.1,gene,489294675,489309244,56,+,.,ID=TraesCS6D03G0905000;Name=TraesCS6D03G0905000;primconf=HC;previous_id=TraesCS6D02G394500;cds=CDS_OK;mapping=fullPerfectMatch
1590853,Chr6D,IWGSC_v2.1,gene,489366413,489372516,53,+,.,ID=TraesCS6D03G0905300;Name=TraesCS6D03G0905300;primconf=HC;previous_id=TraesCS6D02G394700;cds=CDS_OK;mapping=fullPerfectMatch
1591100,Chr6D,IWGSC_v2.1,gene,490330315,490334506,51,+,.,ID=TraesCS6D03G0908400;Name=TraesCS6D03G0908400;primconf=HC;previous_id=TraesCS6D02G396600;cds=CDS_OK;mapping=fullPerfectMatch
1591106,Chr6D,IWGSC_v2.1,gene,490368739,490373101,49,+,.,ID=TraesCS6D03G0908800;Name=TraesCS6D03G0908800;primconf=HC;previous_id=TraesCS6D02G396700;cds=CDS_OK;mapping=fullPerfectMatch
1591112,Chr6D,IWGSC_v2.1,gene,490508927,490513135,40,+,.,ID=TraesCS6D03G0909400;Name=TraesCS6D03G0909400;primconf=HC;previous_id=TraesCS6D02G396800;cds=CDS_OK;mapping=fullPerfectMatch
1591363,Chr6D,IWGSC_v2.1,gene,491262952,491263812,30,-,.,ID=TraesCS6D03G0913200;Name=TraesCS6D03G0913200;primconf=HC;previous_id=TraesCS6D02G398600;cds=CDS_OK;mapping=fullPerfectMatch
1591367,Chr6D,IWGSC_v2.1,gene,491296742,491304108,54,-,.,ID=TraesCS6D03G0913300;Name=TraesCS6D03G0913300;primconf=HC;previous_id=TraesCS6D02G398700;cds=CDS_OK;mapping=fullPerfectMatch
1591381,Chr6D,IWGSC_v2.1,gene,491311625,491316239,60,+,.,ID=TraesCS6D03G0913400;Name=TraesCS6D03G0913400;primconf=HC;previous_id=TraesCS6D02G398800;cds=CDS_OK;mapping=fullPerfectMatch
1591391,Chr6D,IWGSC_v2.1,gene,491323531,491324895,38,-,.,ID=TraesCS6D03G0913700;Name=TraesCS6D03G0913700;primconf=HC;previous_id=TraesCS6D02G398900;cds=CDS_OK;mapping=fullPerfectMatch
1591399,Chr6D,IWGSC_v2.1,gene,491339881,491344354,39,-,.,ID=TraesCS6D03G0913900;Name=TraesCS6D03G0913900;primconf=HC;previous_id=TraesCS6D02G399000;cds=CDS_OK;mapping=fullPerfectMatch
1591432,Chr6D,IWGSC_v2.1,gene,491423685,491431939,57,+,.,ID=TraesCS6D03G0914100;Name=TraesCS6D03G0914100;primconf=HC;previous_id=TraesCS6D02G399100;cds=CDS_OK;mapping=fullPerfectMatch
1591445,Chr6D,IWGSC_v2.1,gene,491441736,491443310,30,-,.,ID=TraesCS6D03G0914700;Name=TraesCS6D03G0914700;primconf=HC;previous_id=TraesCS6D02G399200;cds=CDS_OK;mapping=fullPerfectMatch
1591449,Chr6D,IWGSC_v2.1,gene,491444549,491445280,35,-,.,ID=TraesCS6D03G0914800;Name=TraesCS6D03G0914800;primconf=HC;previous_id=TraesCS6D02G399300;cds=CDS_OK;mapping=fullPerfectMatch
1591453,Chr6D,IWGSC_v2.1,gene,491448517,491452085,63,-,.,ID=TraesCS6D03G0914900;Name=TraesCS6D03G0914900;primconf=HC;previous_id=TraesCS6D02G399400;cds=CDS_OK;mapping=fullPerfectMatch
1591461,Chr6D,IWGSC_v2.1,gene,491474519,491481290,46,-,.,ID=TraesCS6D03G0915000;Name=TraesCS6D03G0915000;primconf=HC;previous_id=TraesCS6D02G399500;cds=CDS_OK;mapping=fullPerfectMatch
1591468,Chr6D,IWGSC_v2.1,gene,491496712,491502739,48,-,.,ID=TraesCS6D03G0915100;Name=TraesCS6D03G0915100;primconf=HC;previous_id=TraesCS6D02G399600;cds=CDS_OK;mapping=fullPerfectMatch
1591534,Chr6D,IWGSC_v2.1,gene,491671028,491673192,35,+,.,ID=TraesCS6D03G0916300;Name=TraesCS6D03G0916300;primconf=HC;previous_id=TraesCS6D02G400300;cds=CDS_OK;mapping=fullPerfectMatch
1591556,Chr6D,IWGSC_v2.1,gene,491867682,491872480,40,-,.,ID=TraesCS6D03G0917000;Name=TraesCS6D03G0917000;primconf=HC;previous_id=TraesCS6D02G400700;cds=CDS_OK;mapping=fullPerfectMatch
1592137,Chr6D,IWGSC_v2.1,gene,493930212,493935227,54,-,.,ID=TraesCS6D03G0925800;Name=TraesCS6D03G0925800;primconf=HC;previous_id=TraesCS6D02G404100;cds=CDS_OK;mapping=fullPerfectMatch
1592145,Chr6D,IWGSC_v2.1,gene,493991845,493996462,45,-,.,ID=TraesCS6D03G0926300;Name=TraesCS6D03G0926300;primconf=HC;previous_id=TraesCS6D02G404200;cds=CDS_OK;mapping=fullPerfectMatch
1592153,Chr6D,IWGSC_v2.1,gene,494023298,494035180,53,-,.,ID=TraesCS6D03G0926600;Name=TraesCS6D03G0926600;primconf=HC;previous_id=TraesCS6D02G404300;cds=CDS_OK;mapping=fullPerfectMatch
1592383,Chr6D,IWGSC_v2.1,gene,494543220,494548330,55,-,.,ID=TraesCS6D03G0929400;Name=TraesCS6D03G0929400;primconf=HC;previous_id=TraesCS6D02G405800;cds=CDS_OK;mapping=fullPerfectMatch
1592715,Chr6D,IWGSC_v2.1,gene,494885597,494890797,50,-,.,ID=TraesCS6D03G0932000;Name=TraesCS6D03G0932000;primconf=HC;previous_id=TraesCS6D02G407600;cds=CDS_OK;mapping=fullPerfectMatch
1592952,Chr7A,IWGSC_v2.1,gene,636996,649433,.,-,.,ID=TraesCS7A03G0003000;Name=TraesCS7A03G0003000;last_modification=2017-02-28T09:40:18;derived_from=BST_partial_chr7A_nlr_269;name=BST_partial_chr7A_nlr_269;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G000936
1592970,Chr7A,IWGSC_v2.1,gene,658982,671984,.,-,.,ID=TraesCS7A03G0003300;Name=TraesCS7A03G0003300;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS7A02G001000
1592976,Chr7A,IWGSC_v2.1,gene,751650,755043,.,-,.,"ID=TraesCS7A03G0003400;Name=TraesCS7A03G0003400;last_modification=2017-02-28T10:02:18;derived_from=TraesCS7A01G001100,BST_chr7A_nlr_267;name=BST_chr7A_nlr_267;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G001100"
1593211,Chr7A,IWGSC_v2.1,gene,1432182,1436354,.,+,.,"ID=TraesCS7A03G0005700;Name=TraesCS7A03G0005700;last_modification=2017-02-28T10:04:05;derived_from=TraesCS7A01G002300,BST_chr7A_nlr_1;name=BST_chr7A_nlr_1;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G002300"
1593711,Chr7A,IWGSC_v2.1,gene,2129337,2139216,.,-,.,ID=TraesCS7A03G0008900;Name=TraesCS7A03G0008900;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS7A02G004100
1593729,Chr7A,IWGSC_v2.1,gene,2226887,2230792,.,+,.,ID=TraesCS7A03G0009500;Name=TraesCS7A03G0009500;cds=CDS_CHANGED;mapping=GMAP_ON_TARGET;previous_id=TraesCS7A02G004200
1593736,Chr7A,IWGSC_v2.1,gene,2248242,2252867,.,-,.,"ID=TraesCS7A03G0009800;Name=TraesCS7A03G0009800;last_modification=2017-02-28T10:13:11;derived_from=TraesCS7A01G004300,BST_LC_chr7A_nlr_264;name=BST_LC_chr7A_nlr_264;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G004300"
1593747,Chr7A,IWGSC_v2.1,gene,2684032,2686882,.,-,.,"ID=TraesCS7A03G0010100;Name=TraesCS7A03G0010100;last_modification=2017-02-28T10:17:05;derived_from=TraesCS7A01G004400,BST_partial_chr7A_nlr_263;name=BST_partial_chr7A_nlr_263;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G004400"
1593756,Chr7A,IWGSC_v2.1,gene,2703204,2713801,.,+,.,ID=TraesCS7A03G0010200;Name=TraesCS7A03G0010200;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS7A02G004500
1593783,Chr7A,IWGSC_v2.1,gene,2805162,2809572,.,+,.,"ID=TraesCS7A03G0010800;Name=TraesCS7A03G0010800;last_modification=2017-02-28T10:18:12;derived_from=TraesCS7A01G004900,BST_chr7A_nlr_6;name=BST_chr7A_nlr_6;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G004900"
1593795,Chr7A,IWGSC_v2.1,gene,2813248,2819925,.,-,.,"ID=TraesCS7A03G0011100;Name=TraesCS7A03G0011100;last_modification=2017-02-28T10:20:23;derived_from=TraesCS7A01G005000,BST_expressed_pseudo_chr7A_nlr_262;name=BST_expressed_pseudo_chr7A_nlr_262;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G005000"
1593807,Chr7A,IWGSC_v2.1,gene,2825033,2831859,.,-,.,"ID=TraesCS7A03G0011200;Name=TraesCS7A03G0011200;last_modification=2017-02-28T10:21:10;derived_from=TraesCS7A01G005100,BST_chr7A_nlr_261;name=BST_chr7A_nlr_261;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G005100"
1593831,Chr7A,IWGSC_v2.1,gene,2845787,2850612,.,+,.,"ID=TraesCS7A03G0011300;Name=TraesCS7A03G0011300;last_modification=2017-02-28T10:21:52;derived_from=TraesCS7A01G005200,BST_chr7A_nlr_7;name=BST_chr7A_nlr_7;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G005200"
1593868,Chr7A,IWGSC_v2.1,gene,2929298,2936550,.,-,.,ID=TraesCS7A03G0012000;Name=TraesCS7A03G0012000;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS7A02G005600
1593879,Chr7A,IWGSC_v2.1,gene,2956906,2960802,.,+,.,ID=TraesCS7A03G0012300;Name=TraesCS7A03G0012300;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS7A02G005700
1593892,Chr7A,IWGSC_v2.1,gene,2988793,2993614,.,+,.,"ID=TraesCS7A03G0012500;Name=TraesCS7A03G0012500;last_modification=2017-02-28T10:28:17;derived_from=TraesCS7A01G005900,BST_expressed_pseudo_chr7A_nlr_10;name=BST_expressed_pseudo_chr7A_nlr_10;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G005900"
1593916,Chr7A,IWGSC_v2.1,gene,3126732,3132139,.,-,.,"ID=TraesCS7A03G0013200;Name=TraesCS7A03G0013200;last_modification=2017-02-28T10:29:10;derived_from=TraesCS7A01G006200,BST_chr7A_nlr_258;name=BST_chr7A_nlr_258;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G006200"
1593926,Chr7A,IWGSC_v2.1,gene,3134749,3138526,.,+,.,"ID=TraesCS7A03G0013300;Name=TraesCS7A03G0013300;last_modification=2017-02-28T10:29:32;derived_from=TraesCS7A01G006300,BST_chr7A_nlr_11;name=BST_chr7A_nlr_11;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G006300"
1593946,Chr7A,IWGSC_v2.1,gene,3278385,3282520,.,-,.,"ID=TraesCS7A03G0014200;Name=TraesCS7A03G0014200;last_modification=2017-02-28T10:31:03;derived_from=TraesCS7A01G006500,BST_chr7A_nlr_257;name=BST_chr7A_nlr_257;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G006500"
1593958,Chr7A,IWGSC_v2.1,gene,3329954,3335151,.,-,.,"ID=TraesCS7A03G0014400;Name=TraesCS7A03G0014400;last_modification=2017-02-28T10:33:03;derived_from=TraesCS7A01G006600,TraesCS7A01G006700,BST_expressed_pseudo_chr7A_nlr_256;name=BST_expressed_pseudo_chr7A_nlr_256;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G006600"
1593983,Chr7A,IWGSC_v2.1,gene,3435923,3439655,.,+,.,"ID=TraesCS7A03G0014700;Name=TraesCS7A03G0014700;last_modification=2017-02-28T10:35:42;derived_from=TraesCS7A01G007200,BST_chr7A_nlr_14;name=BST_chr7A_nlr_14;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G007200"
1593994,Chr7A,IWGSC_v2.1,gene,3446965,3449028,44,-,.,ID=TraesCS7A03G0014900;primconf=HC;Name=TraesCS7A03G0014900;previous_id=TraesCS7A02G007300;cds=CDS_OK;mapping=fullPerfectMatch
1594000,Chr7A,IWGSC_v2.1,gene,3502667,3507393,.,+,.,"ID=TraesCS7A03G0015100;Name=TraesCS7A03G0015100;last_modification=2017-02-28T11:25:16;derived_from=TraesCS7A01G007400,BST_expressed_pseudo_chr7A_nlr_15;name=BST_expressed_pseudo_chr7A_nlr_15;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G007400"
1594008,Chr7A,IWGSC_v2.1,gene,3535034,3539531,.,+,.,"ID=TraesCS7A03G0015400;Name=TraesCS7A03G0015400;last_modification=2017-02-28T11:57:56;derived_from=TraesCS7A01G007500,BST_chr7A_nlr_16;name=BST_chr7A_nlr_16;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G007500"
1594016,Chr7A,IWGSC_v2.1,gene,3546804,3556209,.,-,.,"ID=TraesCS7A03G0015600;Name=TraesCS7A03G0015600;last_modification=2017-02-28T12:00:29;derived_from=TraesCS7A01G007600,TraesCS7A01G007700,BST_chr7A_nlr_254;name=BST_chr7A_nlr_254;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G007600"
1594045,Chr7A,IWGSC_v2.1,gene,3692034,3695203,.,-,.,ID=TraesCS7A03G0016100;Name=TraesCS7A03G0016100;last_modification=2017-02-28T12:17:32;derived_from=BST_chr7A_nlr_252;name=BST_chr7A_nlr_252;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G007882
1594057,Chr7A,IWGSC_v2.1,gene,3702171,3706803,.,+,.,"ID=TraesCS7A03G0016200;Name=TraesCS7A03G0016200;last_modification=2017-02-28T12:18:58;derived_from=TraesCS7A01G007900,TraesCS7A01G008000,BST_expressed_pseudo_chr7A_nlr_17;name=BST_expressed_pseudo_chr7A_nlr_17;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G007900"
1594065,Chr7A,IWGSC_v2.1,gene,3748234,3755701,.,-,.,"ID=TraesCS7A03G0016500;Name=TraesCS7A03G0016500;last_modification=2017-02-28T12:21:50;derived_from=TraesCS7A01G008100,TraesCS7A01G008200,BST_chr7A_nlr_250;name=BST_chr7A_nlr_250;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G008100"
1594077,Chr7A,IWGSC_v2.1,gene,3898594,3902526,.,+,.,"ID=TraesCS7A03G0016700;Name=TraesCS7A03G0016700;last_modification=2017-02-28T12:22:32;derived_from=TraesCS7A01G008300,BST_chr7A_nlr_18;name=BST_chr7A_nlr_18;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G008300"
1594095,Chr7A,IWGSC_v2.1,gene,3958659,3963485,.,-,.,"ID=TraesCS7A03G0017300;Name=TraesCS7A03G0017300;last_modification=2017-03-02T12:08:59;derived_from=TraesCS7A01G008500,BST_chr7A_nlr_248;name=BST_chr7A_nlr_248;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G008500"
1594757,Chr7A,IWGSC_v2.1,gene,5668781,5674042,.,+,.,ID=TraesCS7A03G0026500;Name=TraesCS7A03G0026500;last_modification=2017-03-02T12:12:50;derived_from=BST_expressed_pseudo_chr7A_nlr_19;name=BST_expressed_pseudo_chr7A_nlr_19;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G012649
1594858,Chr7A,IWGSC_v2.1,gene,6494615,6499171,.,+,.,ID=TraesCS7A03G0029100;Name=TraesCS7A03G0029100;last_modification=2017-03-02T12:14:19;derived_from=BST_LC_chr7A_nlr_20;name=BST_LC_chr7A_nlr_20;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G013532
1594864,Chr7A,IWGSC_v2.1,gene,6564709,6568468,.,+,.,ID=TraesCS7A03G0029200;Name=TraesCS7A03G0029200;last_modification=2017-03-02T12:15:09;derived_from=BST_LC_chr7A_nlr_21;name=BST_LC_chr7A_nlr_21;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G013581
1595433,Chr7A,IWGSC_v2.1,gene,7248653,7253990,.,-,.,"ID=TraesCS7A03G0034000;Name=TraesCS7A03G0034000;last_modification=2017-03-02T12:51:44;derived_from=TraesCS7A01G016300,BST_chr7A_nlr_247;name=BST_chr7A_nlr_247;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G016300"
1595445,Chr7A,IWGSC_v2.1,gene,7365585,7369431,.,-,.,ID=TraesCS7A03G0034300;Name=TraesCS7A03G0034300;last_modification=2017-03-02T12:52:36;derived_from=BST_pseudo_chr7A_nlr_246;name=BST_pseudo_chr7A_nlr_246;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G016392
1595502,Chr7A,IWGSC_v2.1,gene,7800067,7810625,.,-,.,ID=TraesCS7A03G0035300;Name=TraesCS7A03G0035300;last_modification=2017-03-02T12:53:43;derived_from=BST_chr7A_nlr_245;name=BST_chr7A_nlr_245;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G016724
1595989,Chr7A,IWGSC_v2.1,gene,9103921,9106031,.,+,.,ID=TraesCS7A03G0043200;Name=TraesCS7A03G0043200;last_modification=2017-03-02T12:56:38;derived_from=BST_expressed_pseudo_chr7A_nlr_22;name=BST_expressed_pseudo_chr7A_nlr_22;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G021058
1596000,Chr7A,IWGSC_v2.1,gene,9166827,9169280,.,+,.,"ID=TraesCS7A03G0043400;Name=TraesCS7A03G0043400;last_modification=2017-03-02T12:59:31;derived_from=TraesCS7A01G021100,TraesCS7A01G021200,BST_pseudo_chr7A_nlr_23,BST_chr7A_nlr_24;name=BST_chr7A_nlr_24;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G021105"
1596018,Chr7A,IWGSC_v2.1,gene,9203699,9208536,.,-,.,"ID=TraesCS7A03G0043800;Name=TraesCS7A03G0043800;last_modification=2017-03-02T13:00:59;derived_from=TraesCS7A01G021400,BST_chr7A_nlr_244;name=BST_chr7A_nlr_244;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G021400"
1596048,Chr7A,IWGSC_v2.1,gene,9286939,9293503,.,-,.,ID=TraesCS7A03G0044400;Name=TraesCS7A03G0044400;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS7A02G021700
1596058,Chr7A,IWGSC_v2.1,gene,9295865,9303787,.,+,.,"ID=TraesCS7A03G0044500;Name=TraesCS7A03G0044500;last_modification=2017-03-02T13:04:19;derived_from=TraesCS7A01G021800,BST_chr7A_nlr_26;name=BST_chr7A_nlr_26;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G021800"
1596150,Chr7A,IWGSC_v2.1,gene,9442572,9449639,.,-,.,"ID=TraesCS7A03G0045900;Name=TraesCS7A03G0045900;last_modification=2017-03-02T13:16:12;derived_from=TraesCS7A01G022700,BST_expressed_pseudo_chr7A_nlr_241;name=BST_expressed_pseudo_chr7A_nlr_241;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G022700"
1596162,Chr7A,IWGSC_v2.1,gene,9509323,9520268,.,-,.,ID=TraesCS7A03G0046000;Name=TraesCS7A03G0046000;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS7A02G022800
1596178,Chr7A,IWGSC_v2.1,gene,9520738,9524766,.,+,.,"ID=TraesCS7A03G0046100;Name=TraesCS7A03G0046100;last_modification=2017-03-02T13:24:00;derived_from=TraesCS7A01G022900,BST_chr7A_nlr_27;name=BST_chr7A_nlr_27;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G022900"
1596222,Chr7A,IWGSC_v2.1,gene,9837698,9845560,.,+,.,"ID=TraesCS7A03G0047100;Name=TraesCS7A03G0047100;last_modification=2017-03-02T13:26:22;derived_from=TraesCS7A01G023400,TraesCS7A01G023500,BST_expressed_pseudo_chr7A_nlr_28;name=BST_expressed_pseudo_chr7A_nlr_28;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G023400"
1596668,Chr7A,IWGSC_v2.1,gene,11604432,11608352,.,+,.,"ID=TraesCS7A03G0057100;Name=TraesCS7A03G0057100;last_modification=2017-03-02T13:30:18;derived_from=TraesCS7A01G027700,BST_chr7A_nlr_32;name=BST_chr7A_nlr_32;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G027700"
1596676,Chr7A,IWGSC_v2.1,gene,11611051,11620641,51,+,.,ID=TraesCS7A03G0057200;primconf=HC;Name=TraesCS7A03G0057200;previous_id=TraesCS7A02G027800;cds=CDS_OK;mapping=fullPerfectMatch
1597131,Chr7A,IWGSC_v2.1,gene,13768093,13771466,.,+,.,"ID=TraesCS7A03G0066200;Name=TraesCS7A03G0066200;last_modification=2017-03-02T13:37:50;derived_from=TraesCS7A01G031300,BST_chr7A_nlr_35;name=BST_chr7A_nlr_35;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G031300"
1597289,Chr7A,IWGSC_v2.1,gene,13892221,13905458,.,-,.,ID=TraesCS7A03G0067200;Name=TraesCS7A03G0067200;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS7A02G032100
1597302,Chr7A,IWGSC_v2.1,gene,13909585,13922098,.,+,.,ID=TraesCS7A03G0067300;Name=TraesCS7A03G0067300;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS7A02G032200
1597599,Chr7A,IWGSC_v2.1,gene,15722397,15726530,.,+,.,"ID=TraesCS7A03G0072800;Name=TraesCS7A03G0072800;last_modification=2017-03-02T13:43:27;derived_from=TraesCS7A01G034400,BST_chr7A_nlr_37;name=BST_chr7A_nlr_37;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G034400"
1597615,Chr7A,IWGSC_v2.1,gene,15771716,15777122,.,+,.,"ID=TraesCS7A03G0073000;Name=TraesCS7A03G0073000;last_modification=2017-03-02T13:44:27;derived_from=TraesCS7A01G034600,BST_chr7A_nlr_38;name=BST_chr7A_nlr_38;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G034600"
1597635,Chr7A,IWGSC_v2.1,gene,15785851,15788765,.,+,.,ID=TraesCS7A03G0073100;Name=TraesCS7A03G0073100;last_modification=2017-03-02T13:45:23;derived_from=BST_LC_chr7A_nlr_39;name=BST_LC_chr7A_nlr_39;manually_curated=yes;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS7A02G034616
