Gene ID,Clade,ipTM,pTM,AF confidence score,Amino acids,CC,NB,LRR,Additional,Lacked domains,ID,Remarks,,
TRAESCS4A03G1230600,CC,0.93,0.47,0.838,275,1-148,149-275,,,,,"Short NB, no LRR",,
TRAESCS7D03G0016900,CC,0.98,0.6,0.904,425,1-158,159-425,,,,,"Short NB, no LRR",,
TRAESCS7D03G0018600,CC,0.95,0.79,0.918,935,1-171,172-523, 524-935,,,,,,
TRAESCS7D03G0010300,CC,0.79,0.69,0.77,894,1-166,167-482,483-894,,,,,,
TRAESCS7A03G0016700,CC,0.95,0.81,0.922,937,1-166,167-525,526-937,,,,,,
TRAESCS4A03G1232800,CC,0.96,0.74,0.916,735,1-168,169-524,526-720,721-735,,,"Short LRR, C-terminal extension (an α-helix)",,
TRAESCS4A03G1241300,CC,0.95,0.78,0.916,932,1-168,169-524,525-932,,,,,,
TRAESCS7A03G0012300,CC,0.94,0.78,0.908,935,1-168,169-523,524-935,,,,,,
TRAESCS7A03G0009500,CC,0.95,0.77,0.914,935,1-168,169-523,524-935,,,,,,
TRAESCS7A03G1290600,CC,0.49,0.57,0.506,193,,1-193,,,,,"No CC, short NB, no LRR",,
TRAESCS7B03G0046100,CC,0.9,0.62,0.844,1215,1-153,154-737,738-1215,,,,Long NB,,
TRAESCS4A03G1164400,CC,0.86,0.35,0.758,611,1-178,179-611,,,,,"Long NB, no LRR",,
TRAESCS6B03G0089700,CC,0.89,0.63,0.838,1266,1-140,141-803,804-1266,,,,Long NB,,
TRAESCS6B03G0079300,CC,0.76,0.59,0.726,1139,1-167,168-737,738-1139,,,,Long NB,,
TRAESCS6A03G0061900,CC,0.91,0.56,0.84,1286,1-180,181-825,826-1286,,,,Long NB,,
TRAESCS6B03G0082200,CC,0.94,0.61,0.874,1109,,1-654,655-1109,,,,"No CC, long NB",,
TRAESCS6D03G0056400,CC,0.94,0.61,0.874,1267,1-139,140-789,790-1267,,,,Long NB,,
TRAESCS6B03G0090700,CC,0.93,0.6,0.864,1259,1-162,163-837,838-1259,,,,Long NB,,
TRAESCS6B03G0079000,CC,0.93,0.63,0.87,1248,1-172,173-808,809-1248,,,,Long NB,,
TRAESCS6B03G0079600,CC,0.75,0.41,0.682,544,1-172,173-544,,,,,No LRR,,
TRAESCS6B03G0080800,CC,0.86,0.58,0.804,431,1-136,137-431,,,,,"Short NB, no LRR",,
TRAESCS6D03G0055600,CC,0.92,0.61,0.858,1298,1-172,173-836,837-1298,,,,Long NB,,
TRAESCS6A03G0054800,CC,0.93,0.61,0.866,1299,1-170,171-837,838-1299,,,,Long NB,,
TRAESCS6B03G0082100,CC,0.93,0.63,0.87,1269,1-175,176-808,809-1269,,,,Long NB,,
TRAESCS6B03G0079900,CC,0.95,0.62,0.884,1348,1-204,205-877,878-1348,,,,"Long CC, long NB",,
TRAESCS6B03G0081300,CC,0.94,0.62,0.876,1277,1-157,158-814,815-1277,,,,Long NB,,
TRAESCS6B03G0081900,CC,0.93,0.61,0.866,1303,1-170,171-838,839-1303,,,,Long NB,,
TRAESCS6D03G0056300,CC,0.94,0.61,0.874,1275,1-183,184-812,813-1275,,,,Long NB,,
TRAESCS6D03G0055200,CC,0.91,0.61,0.85,1268,1-140,141-806,807-1268,,,,Long NB,,
TRAESCS6D03G0055700,CC,0.82,0.38,0.732,568,1-164,165-568,,,,,No LRR,,
TRAESCS4A03G1117400,CC,0.91,0.73,0.874,1013,1-136,137-518,519-946,947-1013,,,C-terminal extension (a loop),,
TRAESCS7A03G0087000,CC,0.94,0.75,0.902,993,1-161,162-513,514-969,970-995,,,C-terminal extension (an α-helix),,
TRAESCS7A03G0084400,CC,0.93,0.77,0.898,1004,1-155,156-513,514-963,964-1004,,,C-terminal extension (a loop),,
TRAESCSU03G0263000,CC,0.95,0.76,0.912,725,1-132,133-502,503-725,,,,Short LRR,,
TRAESCS4A03G1117600,CC,0.95,0.65,0.89,568,1-155,156-513,514-568,,,,Short LRR,,
TRAESCS7D03G0080800,CC,0.86,0.41,0.77,274,1-163,164-274,,,,,"Short NB, no LRR",,
TRAESCS7A03G0085400,CC,0.94,0.77,0.906,1010,1-138,139-513,514-958,959-1010,,,"C-terminal extension (a loop, an α-helix)",,
TRAESCS4A03G1125800,CC,0.94,0.77,0.906,1008,1-141,142-513,514-958,959-1008,,,"C-terminal extension (a loop, an α-helix)",,
TRAESCS7D03G0081200,CC,0.94,0.76,0.904,799,1-137,138-513,514-799,,,,Short LRR,,
TRAESCS7A03G0084700,CC,0.89,0.54,0.82,357,1-147,148-357,,,,,"Short NB, no LRR",,
TRAESCS7A03G0086400,CC,0.97,0.65,0.906,507,1-147,148-513,,,,,No LRR,,
TRAESCS4A03G1122400,CC,0.9,0.54,0.828,349,1-140,141-349,,,,,"Short NB, no LRR",,
TRAESCS7A03G0085300,CC,0.94,0.71,0.894,875,1-199,200-571,572-866,867-875,,,"Long CC, short LRR, C-terminal extension (a loop)",,
TRAESCS4A03G1122900,CC,0.93,0.76,0.896,1004,1-140,141-516,517-956,957-1004,,,C-terminal extension (a long loop),,
TRAESCS4A03G1122800,CC,0.9,0.52,0.824,393,1-140,141-393,,,,,"Short NB, no LRR",,
TRAESCS7D03G0080400,CC,0.93,0.79,0.902,1013,1-145,146-516,517-959,960-1013,,,,,
TRAESCS4A03G1123100,CC,0.63,0.5,0.604,216,1-139,140-216,,,,,"Short NB, no LRR",,
TRAESCS7A03G0073100,CC,0.96,0.67,0.902,513,1-93,94-469,470-513,,,,"Short CC, short LRR",,
TRAESCS4A03G1136800,CC,0.93,0.77,0.898,1023,1-137,138-516,517-961,962-1023,,,C-terminal extension (a long loop),,
TRAESCS7D03G0070200,CC,0.93,0.78,0.9,1024,1-146,147-516,517-969,970-1024,,,C-terminal extension (a long loop),,
TRAESCS7A03G0073000,CC,0.94,0.77,0.906,936,1-54,55-413,414-863,864-938,,,"Short CC, C-terminal extension (a loop & α-helix)",,
TRAESCS7A03G0084900,CC,0.93,0.8,0.904,972,1-137,138-516,517-972,,,,,,
TRAESCS4A03G1125700,CC,0.91,0.77,0.882,838,,1-341,342-785,786-838,,,"No CC, C-terminal extension (a long loop)",,
TRAESCS4A03G1123000,CC,0.93,0.76,0.896,1014,1-141,142-516,517-960,961-1014,,,C-terminal extension (a long loop),,
TRAESCSU03G0059700,CC,0.94,0.77,0.906,1003,1-135,136-516,517-970,971-1003,,,C-terminal extension (a long loop),,
TRAESCS7A03G0086900,CC,0.93,0.73,0.89,1020,1-141,142-516,517-959,960-1020,,,C-terminal extension (a long loop),,
TRAESCS7A03G0084200,CC,0.94,0.76,0.904,1029,1-150,151-516,517-959,960-1029,,,C-terminal extension (a long loop),,
TRAESCS4A03G1117800,CC,0.94,0.77,0.906,995,1-137,138-516,517-958,959-995,,,C-terminal extension (a long loop),,
TRAESCS7D03G0040500,CC,0.93,0.8,0.904,972,1-136,137-516,517-972,,,,,,
TRAESCS4A03G1184600,CC,0.91,0.58,0.844,1033,1-140,141-499,500-926,927-1033,,,"C-terminal extension (a long loop, an α-helix)",,
TRAESCS4A03G1118300,CC,0.93,0.73,0.89,851,1-150,151-516,517-790,791-851,,,"C-terminal extension (a long loop, an α-helix)",,
TRAESCSU03G0428400,CC,0.9,0.57,0.834,334,1-120,121-334,,,,,"Short CC, short NB, no LRR",,
TRAESCS4A03G1124900,CC,0.83,0.53,0.77,353,1-139,140-353,,,,,"Short NB, no LRR",,
TRAESCS4A03G1118700,CC,0.94,0.7,0.892,874,1-140,141-516,517-874,,,,,,
TRAESCS7A03G0084100,CC,0.97,0.64,0.904,452,1-159,160-452,,,,,"Short NB, no LRR",,
TRAESCS7D03G0079300,CC,0.93,0.76,0.896,793,1-147,148-516,517-793,,,,Short LRR,,
TRAESCS3A03G0763800,CC,0.94,0.73,0.898,880,1-134,135-495,496-880,,,,,,
TRAESCS3B03G0876800,CC,0.95,0.77,0.914,880,1-134,135-495,496-880,,,,,,
TRAESCS3D03G0705600,CC,0.95,0.76,0.912,880,1-134,135-495,496-880,,,,,,
TRAESCS3B03G1166100,CC,0.94,0.8,0.912,939,1-158,159-540,541-939,,,,,,
TRAESCS3D03G0946500,CC,0.96,0.85,0.938,781,,1-383,384-781,,,,No CC,,
TRAESCS3A03G1019100,CC,0.94,0.81,0.914,939,1-158,159-540,541-939,,,,,,
TRAESCS3B03G0254500,CC,0.94,0.81,0.914,962,1-158,159-519,520-962,936-962,,,"C-terminal extension (an α-helix, a loop)",,
TRAESCS3D03G0191700,CC,0.93,0.82,0.908,964,1-158,159-521,522-964,,,,,,
TRAESCS3A03G0211300,CC,0.92,0.8,0.896,964,1-158,159-521,522-964,,,,,,
TRAESCS7D03G0013200,CC,0.94,0.78,0.908,905,1-158,159-500,501-892,893-905,,,,,
TRAESCS7B03G1315600,CC,0.94,0.73,0.898,876,1-129,130-497,498-832,833-876,,,C-terminal extension (a loop),,
TRAESCS1B03G0038700,CC,0.92,0.49,0.834,324,1-158,159-324,,,,,"Short NB, no LRR",,
TRAESCS5D03G1220000,CC,0.95,0.8,0.92,841,1-149,150-546,547-843,,,,Short LRR,,
TRAESCS2B03G1266900,CC,0.94,0.72,0.896,915,1-173,174-601,602-915,,,,Long NB,,
TRAESCS6D03G0190000,CC,0.94,0.79,0.91,924,1-151,152-510,511-924,,,,,,
TRAESCS7B03G0940600,CC,0.96,0.75,0.918,947,1-158,159-599,600-910,911-947,,,"C-terminal extension (an α-helix, a loop)",,
TRAESCS2B03G0028300,CC,0.94,0.7,0.892,776,1-157,158-503,504-776,,,,Short LRR,,
TRAESCS2D03G1070800,CC,0.94,0.82,0.916,893,1-158,159-503,504-893,,,,,,
TRAESCS2D03G1049700,CC,0.94,0.79,0.91,920,1-160,161-513,514-903,904-920,,,C-terminal extension (a loop),,
TRAESCS2A03G1124900,CC,0.93,0.8,0.904,910,1-157,158-512,513-893,894-910,,,C-terminal extension (an α-helix),,
TRAESCS2A03G1083800,CC,0.92,0.71,0.878,795,1-159,160-497,498-795,,,,Short LRR,,
TRAESCS2D03G1075900,CC,0.94,0.75,0.902,957,1-161,162-550,551-957,,,,,,
TRAESCS2B03G1276200,CC,0.93,0.74,0.892,949,1-157,158-542,543-949,,,,,,
TRAESCS5B03G0674800,CC,0.95,0.76,0.912,929,1-199,200-561,562-929,,,,"Long CC, bended LRR",,
TRAESCS5A03G0649800,CC,0.94,0.77,0.906,881,1-165,166-513,514-865,866-881,,,"Bended LRR, C-terminal extension (a loop)",,
TRAESCS5D03G0616000,CC,0.96,0.79,0.926,689,1-165,166-514,515-676,677-689,,,"Short LRR, C-terminal extension (a loop)",,
TRAESCS5A03G0650100,CC,0.95,0.77,0.914,881,1-167,168-513,514-865,866-881,,,"Bended LRR, C-terminal extension (a loop)",,
TRAESCS2D03G1137300,CC,0.97,0.84,0.944,547,,1-382,383-547,,,,"No CC, short LRR",,
TRAESCS2B03G1345100,CC,0.96,0.65,0.898,553,1-153,154-553,,,,,No LRR,,
TRAESCS2B03G0367200,CC,0.96,0.66,0.9,565,1-165,166-513,514-565,,,,Short LRR,,
TRAESCS2A03G0265200,CC,0.86,0.39,0.766,250,1-155,156-250,,,,,"Short NB, no LRR",,
TRAESCS7B03G1212700,CC,0.95,0.8,0.92,862,1-158,159-512,513-862,,,,,,
TRAESCS7A03G1371800,CC,0.97,0.66,0.908,555,1-159,160-555,,,,,No LRR,,
TRAESCS7B03G1314200,CC,0.96,0.85,0.938,849,1-164,165-512,513-849,,,,,,
TRAESCS7A03G1369500,CC,0.96,0.83,0.934,868,1-163,164-514,515-868,,,,,,
TRAESCS7B03G1312900,CC,0.86,0.38,0.764,276,1-162,163-276,,,,,"Short NB, no LRR",,
TRAESCS7D03G1296200,CC,0.97,0.84,0.944,889,1-155,156-510,511-889,,,,,,
TRAESCS7A03G1370300,CC,0.96,0.84,0.936,870,1-159,160-510,511-870,,,,,,
TRAESCS7A03G1370400,CC,0.96,0.85,0.938,875,1-159,160-513,514-875,,,,,,
TRAESCS7B03G1313300,CC,0.96,0.85,0.938,871,1-164,165-514,515-871,,,,,,
TRAESCS7B03G1313500,CC,0.96,0.84,0.936,875,1-159,160-515,516-875,,,,,,
TRAESCS7B03G1311800,CC,0.96,0.85,0.938,871,1-163,164-515,516-871,,,,,,
TRAESCS1B03G0922300,CC,0.95,0.8,0.92,802,1-163,164-514,515-802,,,,,,
TRAESCS1A03G0802600,CC,0.94,0.79,0.91,871,1-165,166-515,516-871,,,,,,
TRAESCS1D03G0770800,CC,0.94,0.78,0.908,870,1-165,166-514,515-870,,,,,,
TRAESCS2A03G1117700,CC,0.96,0.77,0.922,674,1-159,160-509,510-668,669-676,,,"Short LRR, C-terminal extension (a loop)",,
TRAESCS7B03G1140800,CC,0.96,0.8,0.928,866,1-160,161-512,513-866,,,,,,
TRAESCS7B03G1313900,CC,0.96,0.8,0.928,721,1-161,162-512,513-721,,,,Short LRR,,
TRAESCS6D03G0890400,CC,0.95,0.82,0.924,791,1-157,158-509,510-791,,,,Short LRR,,
TRAESCS6B03G1245600,CC,0.96,0.8,0.928,733,1-97,98-448,449-720,721-733,,,"Short CC, short LRR, C-terminal extension (a loop)",,
TRAESCS6B03G1246300,CC,0.94,0.59,0.87,694,1-92,93-447,448-694,,,,"Short CC, short LRR",,
TRAESCS6B03G1245500,CC,0.96,0.66,0.9,532,1-160,161-532,,,,,No LRR,,
TRAESCS6B03G1246000,CC,0.95,0.83,0.926,788,1-157,158-509,510-788,,,,Short LRR,,
TRAESCS6B03G1246500,CC,0.96,0.82,0.932,742,1-159,160-511,512-742,,,,Short LRR,,
TRAESCS6B03G1245900,CC,0.92,0.45,0.826,271,1-160,161-271,,,,,"Short NB, no LRR",,
TRAESCS6A03G1011600,CC,0.95,0.83,0.926,757,1-160,161-511,512-757,,,,Short LRR,,
TRAESCS5A03G0504400,CC,0.95,0.75,0.91,941,1-192,193-541,542-943,,,,Long CC (a loop),,
TRAESCS7A03G0181200,CC,0.95,0.82,0.924,915,1-170,171-516,517-915,,,,,,
TRAESCS4A03G0930500,CC,0.94,0.79,0.91,976,1-229,230-578,579-976,,,,Long CC (a loop),,
TRAESCS3A03G0089000,CC,0.95,0.82,0.924,920,1-160,161-516,517-922,,,,,,
TRAESCS3D03G0066900,CC,0.95,0.82,0.924,920,1-159,160-516,517-922,,,,,,
TRAESCS3B03G0090600,CC,0.95,0.8,0.92,866,1-122,123-472,473-868,,,,,,
TRAESCS2A03G0411000,CC,0.95,0.76,0.912,945,1-166,167-517,518-887,888-945,,,C-terminal extension (an α-helix),,
TRAESCS2D03G0429300,CC,0.94,0.78,0.908,920,1-169,170-517,518-920,,,,,,
TRAESCS2B03G0541300,CC,0.95,0.77,0.914,866,1-116,117-463,464-866,,,,Short CC,,
TRAESCS3A03G0021400,CC,0.96,0.79,0.926,910,1-167,168-507,508-910,,,,,,
TRAESCS3D03G0017300,CC,0.95,0.78,0.916,932,1-186,187-529,530-932,,,,,,
TRAESCS4A03G1156900,CC,0.95,0.8,0.92,910,1-167,168-507,508-910,,,,,,
TRAESCS4B03G0017700,CC,0.95,0.8,0.92,926,1-156,157-511,512-926,,,,,,
TRAESCS1D03G0032000,CC,0.95,0.8,0.92,926,1-159,160-512,513-926,,,,,,
TRAESCS1B03G0042800,CC,0.88,0.67,0.838,718,1-107,108-426,427-718,,,,"Short CC, short LRR",,
TRAESCS1A03G0038800,CC,0.96,0.83,0.934,932,1-162,163-517,518-932,,,,,,
TRAESCS1D03G0029700,CC,0.95,0.82,0.924,928,1-159,160-513,514-928,,,,,,
TRAESCS1B03G0041000,CC,0.95,0.77,0.914,957,1-159,160-513,514-924,925-957,,,C-terminal extension (an α-helix),,
TRAESCS1D03G0032300,CC,0.96,0.79,0.926,925,1-162,163-513,514-925,,,,,,
TRAESCS1B03G0042000,CC,0.97,0.59,0.894,419,1-108,109-419,,,,,"Short CC, no LRR",,
TRAESCS1B03G0043700,CC,0.96,0.75,0.918,641,1-159,160-511,512-641,,,,Short LRR,,
TRAESCS1A03G0042800,CC,0.95,0.75,0.91,791,1-181,182-531,532-777,778-791,,,"Long CC, short LRR, C-terminal extension (a loop)",,
TRAESCS1D03G0035300,CC,0.95,0.8,0.92,923,1-160,161-514,515-923,,,,,,
TRAESCS1B03G0044100,CC,0.96,0.72,0.912,659,1-160,161-509,510-659,,,,Short LRR,,
TRAESCS1A03G0041800,CC,0.95,0.77,0.914,936,1-162,163-511,512-936,,,,,,
TRAESCS2A03G0997200,CC,0.92,0.81,0.898,924,1-159,160-509,510-924,,,,,,
TRAESCS2D03G0933100,CC,0.94,0.76,0.904,762,1-157,158-509,510-762,,,,Short LRR,,
TRAESCS2B03G1108000,CC,0.93,0.8,0.904,924,1-142,143-509,510-924,,,,,,
TRAESCS6B03G0385400,CC,0.93,0.79,0.902,952,1-135,139-505,506-952,,,,,,
TRAESCS1B03G0204400,CC,0.94,0.83,0.918,947,1-158,159-510,511-925,926-947,,,C-terminal extension (a loop),,
TRAESCS1B03G0205300,CC,0.87,0.61,0.818,146,1-48,49-146,,,,,"Short CC, short NB, no LRR",,
TRAESCS1D03G0142000,CC,0.93,0.81,0.906,947,1-140,141-510,511-923,924-947,,,C-terminal extension (a loop),,
TRAESCS6B03G0409000,CC,0.95,0.81,0.922,916,1-158,159-522,523-916,,,,,,
TRAESCS2A03G1006500,CC,0.95,0.82,0.924,797,1-155,156-523,524-797,,,,Short LRR,,
TRAESCS2D03G0942200,CC,0.94,0.81,0.914,907,1-155,156-523,524-907,,,,,,
TRAESCS7B03G0866100,CC,0.95,0.84,0.928,938,1-149,150-520,521-913,914-940,,,C-terminal extension (an α-helix),,
TRAESCS7B03G0867800,CC,0.94,0.76,0.904,938,1-149,150-520,521-913,914-940,,,C-terminal extension (an α-helix),,
TRAESCS7D03G0983600,CC,0.94,0.82,0.916,883,1-149,150-520,521-885,,,,,,
TRAESCS1B03G1028500,CC,0.94,0.77,0.906,881,1-156,157-504,505-881,,,,,,
TRAESCS1A03G0060600,CC,0.97,0.63,0.902,409,1-166,167-409,,,,,"Short NB, no LRR",,
TRAESCS1D03G1046800,CC,0.93,0.8,0.904,934,1-170,171-537,538-936,,,,,,
TRAESCS1A03G0059400,CC,0.93,0.83,0.91,917,1-160,161-517,518-917,,,,,,
TRAESCS1A03G0058100,CC,0.92,0.81,0.898,917,1-160,161-517,518-917,,,,,,
TRAESCS2A03G0189800,CC,0.66,0.68,0.664,847,1-161,162-448,449-849,,,,,,
TRAESCS1A03G0039100,CC,0.95,0.82,0.924,944,1-190,191-547,548-946,,,,Long CC,,
TRAESCS1B03G0043300,CC,0.93,0.81,0.906,916,1-160,161-517,518-916,,,,,,
TRAESCS1D03G0031300,CC,0.93,0.8,0.904,933,1-177,178-534,535-933,,,,,,
TRAESCS1D03G0033200,CC,0.93,0.83,0.91,914,1-156,157-514,515-914,,,,,,
TRAESCS1B03G0041100,CC,0.93,0.82,0.908,909,1-157,158-514,515-911,,,,,,
TRAESCS3D03G0966800,CC,0.93,0.82,0.908,907,1-161,162-510,511-909,,,,,,
TRAESCS3B03G1196300,CC,0.91,0.81,0.89,924,1-174,175-527,528-926,,,,,,
TRAESCS3A03G1038100,CC,0.94,0.83,0.918,907,1-148,149-511,512-907,,,,,,
TRAESCS3B03G1196200,CC,0.96,0.67,0.902,509,1-149,150-509,,,,,No LRR,,
TRAESCS3D03G0966600,CC,0.95,0.82,0.924,907,1-148,149-511,512-907,,,,,,
TRAESCS4A03G0596900,CC,0.93,0.79,0.902,911,1-170,171-516,517-913,,,,,,
TRAESCS2B03G1269100,CC,0.94,0.85,0.922,900,1-162,163-509,510-900,,,,,,
TRAESCS2D03G1070500,CC,0.93,0.8,0.904,900,1-162,163-509,510-900,,,,,,
TRAESCS4D03G0173600,CC,0.92,0.85,0.906,912,1-164,165-513,514-912,,,,,,
TRAESCS4B03G0209600,CC,0.91,0.83,0.894,934,1-181,182-535,536-934,,,,,,
TRAESCS4A03G0597100,CC,0.93,0.84,0.912,912,1-161,162-513,514-912,,,,,,
TRAESCS5B03G0771900,CC,0.94,0.81,0.914,835,1-160,161-522,523-835,,,,,,
TRAESCS6A03G0126500,CC,0.96,0.85,0.938,860,1-162,163-534,535-844,845-860,,,C-terminal extension (an α-helix),,
TRAESCS5D03G0200500,CC,0.96,0.77,0.922,617,1-156,157-519,520-617,,,,Short LRR,,
TRAESCS2A03G0088700,CC,0.96,0.83,0.934,917,1-152,153-520,521-910,911-917,,,C-terminal extension (a loop),,
TRAESCS2A03G0088400,CC,0.96,0.82,0.932,724,1-162,163-517,518-724,,,,Short LRR,,
TRAESCSU03G0241100,CC,0.96,0.86,0.94,913,1-159,160-517,518-913,,,,,,
TRAESCS2B03G0123600,CC,0.96,0.84,0.936,914,1-149,150-518,519-908,909-914,,,C-terminal extension (a loop),,
TRAESCSU03G0020800,CC,0.96,0.86,0.94,916,1-164,165-522,523-916,,,,,,
TRAESCSU03G0018500,CC,0.96,0.56,0.88,477,1-141,142-477,,,,,No LRR,,
TRAESCS2D03G0082100,CC,0.96,0.62,0.892,389,1-158,159-389,,,,,"Short NB, no LRR",,
TRAESCS2D03G0082600,CC,0.95,0.79,0.918,715,1-157,158-514,515-715,,,,Short LRR,,
TRAESCS2D03G0126900,CC,0.95,0.86,0.932,923,1-156,157-520,521-923,,,,,,
TRAESCS2B03G0175700,CC,0.91,0.56,0.84,378,1-150,151-378,,,,,"Short NB, no LRR",,
TRAESCS6B03G0069400,CC,0.95,0.81,0.922,832,1-95,96-464,465-827,828-832,,,C-terminal extension (a loop),,
TRAESCS1B03G0045900,CC,0.95,0.81,0.922,908,1-157,158-518,519-910,,,,,,
TRAESCS1D03G0036500,CC,0.96,0.62,0.892,540,1-153,154-540,,,,,No LRR,,
TRAESCS4A03G0480900,CC,0.94,0.79,0.91,865,1-101,102-469,470-865,,,,,,
TRAESCS6B03G0382900,CC,0.95,0.82,0.924,916,1-157,158-521,522-916,,,,,,
TRAESCS4D03G0270400,CC,0.95,0.83,0.926,917,1-163,164-521,522-917,,,,,,
TRAESCS4A03G1110300,CC,0.96,0.65,0.898,381,1-112,113-381,,,,,"Short CC, short NB, no LRR",,
TRAESCS7A03G0100700,CC,0.96,0.82,0.932,915,1-157,158-521,522-915,,,,,,
TRAESCS7A03G0103300,CC,0.82,0.51,0.758,342,1-152,153-342,,,,,"Short NB, no LRR",,
TRAESCS7D03G0090700,CC,0.95,0.83,0.926,916,1-157,158-521,522-916,,,,,,
TRAESCS7A03G0101100,CC,0.95,0.64,0.888,548,1-152,153-548,,,,,"Short NB, no LRR",,
TRAESCS7A03G0101900,CC,0.94,0.81,0.914,914,1-162,163-520,521-916,,,,,,
TRAESCS4A03G1110100,CC,0.95,0.83,0.926,916,1-156,157-520,521-916,,,,,,
TRAESCS2B03G0047800,CC,0.47,0.37,0.45,309,1-152,153-309,,,,,"Short NB, no LRR",,
TRAESCS2D03G0030700,CC,0.96,0.63,0.894,412,1-153,154-412,,,,,"Short NB, no LRR",,
TRAESCS7A03G0103200,CC,0.96,0.83,0.934,915,1-152,153-521,522-915,,,,,,
TRAESCS7D03G0093300,CC,0.96,0.79,0.926,792,1-149,150-517,518-792,,,,,,
TRAESCS7A03G0102400,CC,0.79,0.41,0.714,281,1-173,174-281,,,,,"Short NB, no LRR",,
TRAESCS5D03G0930000,CC,0.91,0.53,0.834,660,1-131,132-389,390-660,,,,"Short CC, short NB, short LRR",,
TRAESCS5A03G0979300,CC,0.94,0.78,0.908,917,1-162,163-521,522-917,,,,,,
TRAESCS5B03G1027600,CC,0.95,0.79,0.918,834,1-93,94-438,439-834,,,,Short CC,,
TRAESCS7A03G0101200,CC,0.97,0.83,0.942,612,1-150,151-521,522-612,,,,Short LRR,,
TRAESCS7A03G0100600,CC,0.95,0.75,0.91,858,1-111,112-469,470-858,,,,Short CC,,
TRAESCS7A03G0102000,CC,0.94,0.83,0.918,917,1-160,161-521,522-917,,,,,,
TRAESCS7D03G0091300,CC,0.94,0.6,0.872,890,1-163,164-494,495-890,,,,,,
TRAESCS7A03G0102600,CC,0.94,0.8,0.912,913,1-161,162-521,522-913,,,,,,
TRAESCS7A03G1080200,CC,0.76,0.61,0.73,746,1-110,111-415,416-746,,,,Short CC,,
TRAESCS7D03G1030000,CC,0.95,0.82,0.924,917,1-152,153-521,522-917,,,,,,
TRAESCS7D03G0091900,CC,0.95,0.83,0.926,916,1-157,158-521,522-916,,,,,,
TRAESCS7A03G0103000,CC,0.94,0.82,0.916,916,1-157,158-521,522-916,,,,,,
TRAESCS7A03G0100800,CC,0.95,0.82,0.924,917,1-153,154-521,522-917,,,,,,
TRAESCS7D03G0094100,CC,0.94,0.83,0.918,917,1-161,162-521,522-917,,,,,,
TRAESCS7A03G0104500,CC,0.94,0.82,0.916,917,1-154,155-521,522-917,,,,,,
TRAESCS7D03G0314000,CC,0.95,0.83,0.926,917,1-157,158-521,522-917,,,,,,
TRAESCS7D03G0091600,CC,0.94,0.76,0.904,833,1-72,73-438,439-833,,,,Short CC,,
TRAESCS2B03G1332200,CC,0.96,0.84,0.936,917,1-150,151-521,522-917,,,,,,
TRAESCS2A03G1172300,CC,0.96,0.84,0.936,917,1-156,157-521,522-917,,,,,,
TRAESCS2D03G1124100,CC,0.96,0.84,0.936,917,1-156,157-521,522-917,,,,,,
TRAESCS7D03G0093100,CC,0.95,0.73,0.906,631,1-170,171-537,538-631,,,,,,
TRAESCS7A03G0102700,CC,0.96,0.8,0.928,841,1-155,156-520,521-809,810-841,,,C-terminal extension (an α-helix),,
TRAESCS7D03G0093000,CC,0.95,0.68,0.896,568,1-162,163-520,521-568,,,,Short LRR,,
TRAESCS7A03G0101300,CC,0.96,0.83,0.934,876,1-151,152-520,521-855,856-876,,,C-terminal extension (a loop),,
TRAESCS4A03G1048900,CC,0.96,0.65,0.898,379,1-71,72-379,,,,,"Short CC, short NB, no LRR",,
TRAESCS7A03G0103500,CC,0.95,0.64,0.888,515,1-158,159-515,,,,,No LRR,,
TRAESCS7D03G0092800,CC,0.95,0.49,0.858,599,1-155,156-599,,,,,No LRR,,
TRAESCS6B03G0558700,CC,0.92,0.92,0.92,1037,1-155,156-425,,426-1041,,,"No LRR, C-terminal extension (Armadillo-type fold)",,
TRAESCS6A03G0435900,CC,0.96,0.64,0.896,624,1-156,157-486,,487-626,,,"No LRR, C-terminal extension (Armadillo-type fold)",,
TRAESCS6D03G0375700,CC,0.94,0.58,0.868,1037,1-156,157-497,,498-1041,,,"No LRR, C-terminal extension (Armadillo-type fold)",,
TRAESCS5D03G0442100,CC,0.93,0.78,0.9,1048,1-147,148-483,484-993,994-1048,,,C-terminal extension (an α-helix),,
TRAESCS5B03G0478200,CC,0.93,0.74,0.892,973,1-71,72-408,409-918,919-973,,,"Short CC, C-terminal extension (an α-helix)",,
TRAESCS5A03G0479900,CC,0.94,0.74,0.9,975,1-71,72-408,409-920,921-975,,,"Short CC, C-terminal extension (an α-helix)",,
TRAESCS5A03G0480100,CC,0.96,0.78,0.924,1084,1-139,140-501,502-996,997-1084,,,C-terminal extension (an α-helix),,
TRAESCS5D03G0442200,CC,0.96,0.79,0.926,1084,1-140,141-501,502-996,997-1084,,,C-terminal extension (an α-helix),,
TRAESCS5B03G0478500,CC,0.95,0.77,0.914,1084,1-137,138-501,502-996,997-1084,,,C-terminal extension (an α-helix),,
TRAESCS1B03G0500400,CC,0.96,0.85,0.938,930,1-159,160-504,505-932,,,,,,
TRAESCS7B03G1299100,CC,0.95,0.81,0.922,1094,1-157,158-512,513-1094,,,,,,
TRAESCS7A03G1359000,CC,0.87,0.6,0.816,766,1-162,163-279,280-766,,,,Short NB,,
TRAESCS7D03G1287900,CC,0.94,0.81,0.914,1092,1-158,159-510,511-1092,,,,,,
